substance_ID,assignment,substances,PubChemCID,CAS,synonyms,chemical,pharmco,street_smarts,trending,new_tags,AI_tags,pronunciation,sixwords,vernacular,notes,smiles1,status,R1 complete,tags,opioid,stimulant,psychedelic,cannabinoid,sedative,steroid,category
264.0,Nab,N-butyl-aniline,14310.0,1126-78-9,N-butylaniline,"fentanyl impurity, impurity, synthetic",human effects uncertain,,established,,"impurity, GCMS breakdown product, uncommon",,"Fentanyl impurity, strong skin eye irritant",,"Used to make dyes. Found in NY, northwest, southeast and midwest",CCCCNC1=CC=CC=C1,finalize,done,fentanyl impurity;impurity;synthetic;human effects uncertain;established;,,,,,,,other
265.0,,N-cyclohexyl butylone,165362342.0,,,,,,,,,,,,,CCC(C(=O)C1=CC2=C(C=C1)OCO2)NC3CCCCC3,,,,,,,,,,
266.0,Nate,N-desethyl etonitazene,162623580.0,2732926-26-8,,"opioid, nitazene, synthetic","analgesic, human effects uncertain, sedative","active agent, downer","concern, emerging",nitazene metabolite,"nitazene impurity, opioid, GCMS breakdown product",,"potent nitazene opioid, also a metabolite",,"First detected in 2023, metabolite of etonitazene, but used as illicit drug itself, 10 x more potent than fentanyl (https://www.cfsre.org/nps-discovery/monographs/n-desethyl-etonitazene)",CCNCCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OCCÂ Â,tagging done,to do,nitazene;opioid;synthetic;analgesic;human effects uncertain;sedative;active agent;downer;concern;emerging;nitazene metabolite;,opioid,,,,sedative,,"opioid,sedative"
267.0,Nate,N-desethyl isotonitazene,162623899.0,2732926-24-6,norisotonitazene; N-Desethylisotonitazene,"nitazene impurity, opioid, nitazene",human effects uncertain,"active agent, downer","concern, emerging",,"nitazene impurity, opioid, GCMS breakdown product, linked to overdose deaths",,"potent, emerging designer opioid","nitazene, dope","metabolite of isonitazene, that is synthesized and solid as a drug in its own right. Emerged of 2022 and identified in FL and PA.",CCNCCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OC(C)CÂ,tagging done,to do,nitazene;nitazene impurity;opioid;human effects uncertain;active agent;downer;concern;emerging;,opioid,,,,,,opioid
268.0,Erin,N-ethyl hexedrone,134822125.0,,,,,,,,,,,,,CCCCC(C(=O)C1=CC=CC=C1)NCC,to do,to do,,,,,,,,
269.0,Erin,N-ethylpentylone,57359308.0,727641-67-0,,"stimulant, substituted cathinone",human effects uncertain,"active agent, upper","established, international relevance",,"substituted cathinone, stimulant, upper",,,,,CCCC(C(=O)C1=CC2=C(C=C1)OCO2)NCC,tagging done,to do,stimulant;substituted cathinone;human effects uncertain;active agent;upper;established;international relevance;,,stimulant,,,,,stimulant
270.0,Nab,N-formylmethamphetamine,170705.0,42932-20-7,Formetorex;formetamide,"methamphetamine impurity, synthetic",human effects uncertain,upper,"historically popular, international relevance, uncommon",appetite suppressant,"methamphetamine impurity, impurity, GCMS breakdown product",,impurity from older way making meth,,"Formetorex is also an intermediate in the production of amphetamine by the ""Leuckart reaction."" It indicates an older meth making technique.",CC(CC1=CC=CC=C1)N(C)C=O,finalize,done,methamphetamine impurity;synthetic;human effects uncertain;upper;historically popular;international relevance;uncommon;appetite suppressant;,,,,,,,other
271.0,Nab,N-isopropylbenzylamine,66024.0,102-97-6,,"methamphetamine impurity, synthetic",human effects uncertain,cut,"historically popular, uncommon",,"impurity, GCMS breakdown product, uncommon",,"meth cut or substitute, headaches/confusion",,"Used as cut or substitute for meth.  reports of headaches or confusion as side effects. Popular in 2007-8, less so now. But shows up in many different parts of the USA.",CC(C)NCC1=CC=CC=C1,finalize,done,methamphetamine impurity;synthetic;human effects uncertain;cut;historically popular;uncommon;,,,,,,,other
272.0,Nab,N-methyl-cyclohexanamine,7514.0,,,"methamphetamine impurity, solvent, synthetic",,,uncommon,,"impurity, GCMS breakdown product, uncommon",,Strong meth skin and eye irritant,,Strongly corrosive. present with certain meth synthesis processes.,CNC1CCCCC1,finalize,done,methamphetamine impurity;solvent;synthetic;uncommon;,,,,,,,other
273.0,Erin,N-methyltryptamine,6088.0,61-49-4,,,,,,,"psychedelic, hallucinogen, tryptamine",,,,,CNCCC1=CNC2=CC=CC=C21,to do,to do,,,,,,,,
274.0,,N-phenethyl-N-phenylpropionamide,54037118.0,,,,,,,,,,,,,CCC(=O)N(CCC1=CC=CC=C1)C2=CC=CC=C2,to do,to do,,,,,,,,
275.0,,N-phenyl-acetamide,904.0,,,,,,,,,,,,,CC(=O)NC1=CC=CC=C1,to do,to do,,,,,,,,
276.0,Nab,N-phenylacetyl-L-prolylglycine ethyl ester,180496.0,157115-85-0,,,"human effects uncertain, nootropic","active agent, over the counter",emerging,,"impurity, GCMS breakdown product, uncommon",,,Noopept,"Supposedly beneficial for brain health, but this claim  based almost exclusively on studies on rodents with brain damage. In humans, one study showed improved cognitive function in a small group of people with mild cognitive impairment (MCI) resulting from a stroke. Based on related molecules, possibly may also cause dizziness, headaches, gastrointestinal symptoms, and impairments in memory, but this is uncertain.",CCOC(=O)CNC(=O)[C@@H]1CCCN1C(=O)CC2=CC=CC=C2,tagging done,to do,human effects uncertain;nootropic;active agent;over the counter;emerging;,,,,,,,other
277.0,Nab,N-phenylpropanamide,12107.0,620-71-3,NPPA,"fentanyl impurity, synthetic",human effects uncertain,,established,,"impurity, GCMS breakdown product, uncommon",,found when fentanyl is smoked,,"Found throughout USA, slightly more common on east coast",CCC(=O)NC1=CC=CC=C1,finalize,done,fentanyl impurity;synthetic;human effects uncertain;established;,,,,,,,other
278.0,Nate,N-piperidinyl etonitazene,162623834.0,734496-28-7,"2-[(4-ethoxyphenyl)methyl]-5-nitro-1-[2-(1-
piperidyl)ethyl]benzimidazole","opioid, nitazene",human effects uncertain,"active agent, downer","concern, emerging",,"nitazene, opioid, synthetic",,"potent, emerging designer opioid","nitazene, dope","first synthesized in the 1950s, but emerging in 2020s, suspected to be more potent than fentanyl but less than etonitazene",CCOC1=CC=C(C=C1)CC2=NC3=C(N2CCN4CCCCC4)C=CC(=C3)[N+](=O)[O-],tagging done,to do,nitazene;opioid;human effects uncertain;active agent;downer;concern;emerging;,opioid,,,,,,opioid
279.0,,N-propionitrile chlorphine,,16145-71-4,,,,,,,,,,,,,,,,,,,,,,
280.0,Nate,N-propionyl norfentanyl,156588936.0,1890117-32-4,N-[1-(1-oxopropyl)-4-piperidinyl]-N-phenyl-propanamide,"fentanyl impurity, opioid, fentanyl analogue, synthetic","analgesic, human effects uncertain, sedative",active agent,emerging,,"fentanyl impurity, norfentanyl impurity, GCMS breakdown product",,"ingredient for making fentanyl, unknown effect","May be called the same names as fentanyl products (which include Apache, China girl, China town, dance fever, friend, goodfellas, greatb ear, he-man, jackpot, king ivory, murder 8, poison, tango and cash,TNT)","Presumed precursor in synthesis of fentanyl. NFLIS reported first detection in 2022 in Northeast US, limited data, presume similar activity as fentanyl. Present in counterfeit pills",CCC(=O)N1CCC(CC1)N(C2=CC=CC=C2)C(=O)CC,finalize,done,fentanyl analogue;fentanyl impurity;opioid;synthetic;analgesic;human effects uncertain;sedative;active agent;emerging;,opioid,,,,sedative,,"opioid,sedative"
281.0,,N-propionyl para-fluoro norfentanyl,,,,,,,,,,,,,,CCC(N(C1=CC=C(F)C=C1)C2CCN(C(CC)=O)CC2)=O,to do,to do,,,,,,,,
282.0,,N-pyrrolidino isotonitazene,168322631.0,,,,,,,,,,,,,CC(C)OC1=CC=C(C=C1)CC2=NC3=C(N2CCN4CCCC4)C=CC(=C3)[N+](=O)[O-],to do,to do,,,,,,,,
283.0,Nate,N-pyrrolidino-etonitazene,155804760.0,,etonitazepyne; (Etonitazepyne2-[(4-ethoxyphenyl)methyl]-5-nitro-1-[2-(1-pyrrolidinyl)ethyl]-1H-benzimidazole,"opioid, nitazene",human effects uncertain,"active agent, downer","concern, emerging, international relevance",,"nitazene, opioid, synthetic",,"potent, emerging designer opioid","nitazene, dope","Emerged in the early 2020s, not previously reported. Linked to overdose deaths in US and Europe",CCOC1=CC=C(C=C1)CC2=NC3=C(N2CCN4CCCC4)C=CC(=C3)[N+](=O)[O-],tagging done,to do,nitazene;opioid;human effects uncertain;active agent;downer;concern;emerging;international relevance;,opioid,,,,,,opioid
284.0,Nate,N-Pyrrolidino-Protonitazene,168322728.0,,,"opioid, nitazene, synthetic","analgesic, human effects uncertain, sedative","active agent, upper","concern, emerging",,"nitazene, opioid, synthetic",,"potent nitazene opioid, implicated in overdoses",,Emerged summer 2023.,CCCOC1=CC=C(C=C1)CC2=NC3=C(N2CCN4CCCC4)C=CC(=C3)[N+](=O)[O-],tagging done,to do,nitazene;opioid;synthetic;analgesic;human effects uncertain;sedative;active agent;upper;concern;emerging;,opioid,,,,sedative,,"opioid,sedative"
285.0,Nab,N-thebaol,137849.0,3170-69-2,acetyl,,human effects uncertain,,,,,,,,,C[C]=OÂ Â,to do,to do,human effects uncertain;,,,,,,,
286.0,Nate,naloxone,5284596.0,465-65-6,"Narcan;Evzio;Nyxoid;EN-1530;N-Allylnoroxymorphone;17-Allyl-4,5α-epoxy-3,14-dihydroxymorphinan-6-one;naloxone hydrochloride",,,active agent,established,"likely pharmaceutical origin, opioid agonist reversal, opioid antagonist","opioid antagonist, reversal agent, common",,opioid reversal agent that treats overdose,narcan,,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,tagging done,to do,active agent;established;likely pharmaceutical origin;opioid agonist reversal;opioid antagonist;,opioid,,,,,,opioid
287.0,Nate,naltrexone,5360515.0,,"Revia;Vivitrol;Depade;EN-1639A;UM-792;ALKS-6428;N-cyclopropylmethylnoroxymorphone;N-cyclopropylmethyl-14-hydroxydihydromorphinone;17-(cyclopropylmethyl)-4,5α-epoxy-3,14-dihydroxymorphinan-6-one",,,active agent,established,"alcohol use treatment, likely pharmaceutical origin, opioid antagonist, opioid use treatment",,,"opioid blocker treats opioid, alcohol use","Vivitrol, Decade, Revia",,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,tagging done,to do,active agent;established;alcohol use treatment;likely pharmaceutical origin;opioid antagonist;opioid use treatment;,opioid,,,,,,opioid
288.0,Nab,naproxen,156391.0,22204-53-1,,,"analgesic, fever/pain reliever","active agent, bulking agent, over the counter",uncommon,likely pharmaceutical origin,"fever/pain reliever, analgesic, common",,"Aleve pain medicine, rare in dope","Aleve, naprosyn",over the counter NSAID,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,finalize,done,analgesic;fever/pain reliever;active agent;bulking agent;over the counter;uncommon;likely pharmaceutical origin;,,,,,,,other
289.0,Nate,narceine,8564.0,131-28-2,,"heroin impurity, opioid, weak opioid, plant grown","analgesic, human effects uncertain","active agent, downer",uncommon,,"opioid, impurity, GCMS breakdown product",,Weak opioid from opium poppy,,,CN(C)CCC1=CC2=C(C(=C1CC(=O)C3=C(C(=C(C=C3)OC)OC)C(=O)O)OC)OCO2,finalize,done,heroin impurity;opioid;plant grown;weak opioid;analgesic;human effects uncertain;active agent;downer;uncommon;,opioid,,,,,,opioid
290.0,,niacin,938.0,,,,,,,,,,,,,C1=CC(=CN=C1)C(=O)O,,,,,,,,,,
291.0,Erin,niacinamide,936.0,98-92-0,Vitamin B3,vitamin,supplement,"over the counter, topical/dermal",,"not psychoactive, vitamin","vitamin, supplement, common",,Vitamin B3 skin creams and supplements,Vitamin B3,Unclear why this would appear in the street drug supply. Not-psychoactive. Occurs mostly with fentanyl in the midwest. not studied as injectible,C1=CC(=CN=C1)C(=O)N,finalize,done,vitamin;supplement;over the counter;topical/dermal;not psychoactive;vitamin;,,,,,,,other
292.0,Erin,nicotine,89594.0,54-11-5,,"plant grown, stimulant",nootropic,"active agent, over the counter, upper","established, historically popular, international relevance",appetite suppressant,"stimulant, addictive, common",,Active ingredient in cigarettes and vapes,,,CN1CCCC1C2=CN=CC=C2,tagging done,to do,plant grown;stimulant;nootropic;active agent;over the counter;upper;established;historically popular;international relevance;appetite suppressant;,,stimulant,,,,,stimulant
293.0,Nab,noramidopyrine,10618.0,519-98-2,,,"analgesic, fever/pain reliever","bulking agent, over the counter","established, uncommon, local relevance",likely pharmaceutical origin,"fever/pain reliever, analgesic, uncommon",,"Tylenol alternative, with fentanyl in WA NM",Metamizol,Commonly found with fentanyl in Washington state.,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC,tagging done,to do,analgesic;fever/pain reliever;bulking agent;over the counter;established;local relevance;uncommon;likely pharmaceutical origin;,,,,,,,other
294.0,Erin,norcocaine,644007.0,18717-72-1,,"cocaine impurity, GCMS breakdown product, stimulant","human effects uncertain, numbing agent","topical/dermal, upper",established,not psychoactive,"cocaine impurity, stimulant, GCMS breakdown product",nor-co-cane,"Breakdown from cocaine, toxicity uncertain",,"Cocaine is broken down to norcocaine in the human body, but not a lot or always. Unclear if it has much effect if any by itself. Some science suggest that it may contribute to long-term effects of cocaine use. But not much is known.",COC(=O)C1C2CCC(N2)CC1OC(=O)C3=CC=CC=C3,finalize,done,GCMS breakdown product;cocaine impurity;stimulant;human effects uncertain;numbing agent;topical/dermal;upper;established;not psychoactive;,,stimulant,,,,,stimulant
295.0,Nate,norfentanyl,259381.0,1609-66-1,,"fentanyl impurity, opioid, fentanyl, fentanyl analogue, synthetic","analgesic, human effects uncertain, sedative","active agent, downer",emerging,,"fentanyl impurity, GCMS breakdown product, opioid",,fentanyl breakdown product; weaker fentanyl high,"May be called the same names as fentanyl products (which include Apache, China girl, China town, dance fever, friend, goodfellas, greatb ear, he-man, jackpot, king ivory, murder 8, poison, tango and cash,TNT)",Fentanyl variant found mostly on West Coast (Summer 2024). significantly less potent. can be used in fentanyl synthesis.  also fentanyl metabolite in body and excreted through urine - used in some drug tests.  https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6461066/,CCC(=O)N(C1CCNCC1)C2=CC=CC=C2,finalize,done,fentanyl;fentanyl analogue;fentanyl impurity;opioid;synthetic;analgesic;human effects uncertain;sedative;active agent;downer;emerging;,opioid,,,,sedative,,"opioid,sedative"
296.0,Erin,norketamine,123767.0,,,,"psychedelic, human effects uncertain, sedative",,,,,,,,,C1CCC(C(=O)C1)(C2=CC=CC=C2Cl)N,to do,to do,human effects uncertain;psychedelic;sedative;,,,psychedelic,,sedative,,
297.0,Nate,noscapine,275196.0,6035-40-1,,"heroin impurity, opioid, weak opioid, plant grown","analgesic, anti-tussive",downer,established,,"anti-tussive, opioid, impurity",nos-ca-peen,From opium poppy; uncommon cough medicine,,"Noscapine is a benzylisoquinoline alkaloid, of the phthalideisoquinoline structural subgroup, which has been isolated from numerous species of the family Papaveraceae. It lacks significant hypnotic, euphoric, or analgesic effects affording it with very low addictive potential. Acts on sigma receptors (non-opioid), and is used as a cough suppressant.
https://en.wikipedia.org/wiki/Noscapine",CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,finalize,done,heroin impurity;opioid;plant grown;weak opioid;analgesic;anti-tussive;downer;established;,opioid,,,,,,opioid
298.0,,NPP,7096.0,,,,,,,,,,,,,C1CN(CCN1)C2=CC=CC=C2,to do,to do,,,,,,,,
299.0,Nate,O-desmethyl-cis-tramadol,130829.0,73986-53-5,o-desmethyltramadol;O-DSMT;desmetramadol,"impurity, opioid, weak opioid, synthetic",human effects uncertain,"active agent, downer, night life",uncommon,tramadol impurity,"tramadol impurity, opioid, GCMS breakdown product",,like tramabdol but much stronger,Krypton,"O-Desmethyl-cis-tramadol is the main active metabolite of tramadol, an opioid analgesic used to treat moderate to severe pain. It's also known as desmetramadol (O-DSMT). O-Desmethyl-cis-tramadol is two to four times more potent than tramadol itself and is mainly responsible for tramadol's analgesic effect.",CN(C)CC1CCCCC1(C2=CC(=CC=C2)O)OÂ Â,finalize,done,impurity;opioid;synthetic;weak opioid;human effects uncertain;active agent;downer;night life;uncommon;tramadol impurity;,opioid,,,,,,opioid
300.0,,O-desmethyltramadol,9838803.0,,,,,,,,,,,,,CN(C)CC1CCCCC1(C2=CC(=CC=C2)O)O,to do,to do,,,,,,,,
301.0,Nate,ortho-chlorofentanyl,12741858.0,88796-96-7,,"fentanyl impurity, opioid, synthetic","analgesic, human effects uncertain, sedative",active agent,,,"fentanyl, opioid, synthetic",,,"May be called the same names as fentanyl products (which include Apache, China girl, China town, dance fever, friend, goodfellas, greatb ear, he-man, jackpot, king ivory, murder 8, poison, tango and cash,TNT)",,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3Cl,tagging done,to do,fentanyl impurity;opioid;synthetic;analgesic;human effects uncertain;sedative;active agent;,opioid,,,,sedative,,"opioid,sedative"
302.0,,ortho-methylfentanyl,621150.0,,,,,,,,,,,,,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3C,to do,to do,,,,,,,,
303.0,Nate,oxandrolone,5878.0,53-39-4,,steroid,,active agent,,,"steroid, anabolic, common",,,,,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C,tagging done,to do,steroid;active agent;,,,,,,steroid,steroid
304.0,,oxcarbazepine,34312.0,,,,,,,,,,,,,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,to do,to do,,,,,,,,
305.0,Nab,oxybutynin,4634.0,5633-20-5,,,,active agent,uncommon,"not psychoactive, likely pharmaceutical origin","anti-cholinergic, uncommon, prescription",,Medicine for overactive bladder,Ditropan;Oxytrol,Only detected in sample with found pill. Not present in street drugs.,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,finalize,done,active agent;uncommon;likely pharmaceutical origin;not psychoactive;,,,,,,,other
306.0,Nate,oxycodone,5284603.0,76-42-6,"dihydrohydroxycodeinone;7,8-dihydro-14-hydroxycodeinone;6-deoxy-7,8-dihydro-14-hydroxy-3-O-methyl-6-oxomorphine;dihydro-14 hydroxycodeinone","opioid, semi-synthetic","analgesic, sedative","active agent, downer","established, historically popular",likely pharmaceutical origin,"opioid, analgesic, common",oxy-co-don,historically popular prescription opioid,OC;Oxy;OxyContin;Percocet;Roxicodone;M30,"Classic prescription opioid from early 2000s. Found in many types of opioid analgesic medicines. Not known to be made illicitly at the current time. A bit more potent than morphine, but less than heroin and fentanyl.",CN1[C@H]2[C@@]3(O)[C@]4(CC1)[C@](OC5=C4C(C2)=CC=C5OC)([H])C(CC3)=O,finalize,done,opioid;semi-synthetic;analgesic;sedative;active agent;downer;established;historically popular;likely pharmaceutical origin;,opioid,,,,sedative,,"opioid,sedative"
307.0,,p-fluoro 4-anilinopiperidine,45156253.0,,,,,,,,,,,,,C1CNCCC1NC2=CC=C(C=C2)F.Cl.Cl,,,,,,,,,,
308.0,Nate,p-fluoro 4-ANPP,21812144.0,122861-41-0,"para-fluoro Phenethyl 4-ANPP; N-(4-fluorophenyl)-N,1-diphenethylpiperidin-4-amine","fentanyl precursor, fentanyl impurity, opioid, synthetic",human effects uncertain,,emerging,,"fentanyl precursor, fentanyl impurity, opioid",,fentanyl raw material and contaminant,,,C1CN(CCC1NC2=CC=C(C=C2)F)CCC3=CC=CC=C3,tagging done,to do,fentanyl impurity;fentanyl precursor;opioid;synthetic;human effects uncertain;emerging;,opioid,,,,,,opioid
309.0,,p-fluoro norfentanyl,10610682.0,,,,,,,,,,,,,CCC(=O)N(C1CCNCC1)C2=CC=C(C=C2)F,to do,to do,,,,,,,,
310.0,Nate,p-fluoro phenethyl 4-ANPP,165361568.0,2840954-89-2,para-fluoro Phenethyl 4-Anilino-N-phenethylpiperidine; para-fluoro Phenethyl 4-Aminophenyl-1-phenethylpiperidine,"fentanyl precursor, fentanyl impurity, opioid, synthetic",human effects uncertain,active agent,emerging,,"fentanyl precursor, fentanyl impurity, opioid",,fentanyl raw material and contaminant,,may have very weak opioid activity,C1CN(CCC1N(CCC2=CC=CC=C2)C3=CC=C(C=C3)F)CCC4=CC=CC=C4Â Â,tagging done,to do,fentanyl impurity;fentanyl precursor;opioid;synthetic;human effects uncertain;active agent;emerging;,opioid,,,,,,opioid
311.0,Nate,p-fluoroacetyl fentanyl,137700043.0,104818-37-3,para-Fluoroacetyl fentanyl,"fentanyl impurity, opioid, fentanyl analogue, synthetic","analgesic, human effects uncertain, sedative",active agent,emerging,,"fentanyl, opioid, synthetic",,,"May be called the same names as fentanyl products (which include Apache, China girl, China town, dance fever, friend, goodfellas, greatb ear, he-man, jackpot, king ivory, murder 8, poison, tango and cash,TNT)",,CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=C(C=C3)F.ClÂ Â,tagging done,to do,fentanyl analogue;fentanyl impurity;opioid;synthetic;analgesic;human effects uncertain;sedative;active agent;emerging;,opioid,,,,sedative,,"opioid,sedative"
312.0,,p-fluoroacetylfentanyl,527014.0,,,,,,,,,,,,,CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=C(C=C3)F,,,,,,,,,,
313.0,Nate,p-fluorofentanyl,62300.0,90736-23-5,pFF;Para-fluorofentanyl,"opioid, fentanyl, fentanyl analogue, synthetic","analgesic, human effects uncertain, sedative",active agent,emerging,,"fentanyl, opioid, synthetic",,"fentanyl-analog, likely more potent and deadly","May be called the same names as fentanyl products (which include Apache, China girl, China town, dance fever, friend, goodfellas, greatb ear, he-man, jackpot, king ivory, murder 8, poison, tango and cash,TNT)",,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=C(C=C3)F,tagging done,to do,fentanyl;fentanyl analogue;opioid;synthetic;analgesic;human effects uncertain;sedative;active agent;emerging;,opioid,,,,sedative,,"opioid,sedative"
314.0,Nate,papaverine,4680.0,58-74-2,"Pavabid;1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline","heroin impurity, opioid, plant grown",erectile dysfunction,active agent,established,"smooth muscle relaxant, vasodilator","vasodilator, opioid, impurity",pa-pav-er-ine,opium poppy product with prescription uses,,,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,tagging done,to do,heroin impurity;opioid;plant grown;erectile dysfunction;active agent;established;smooth muscle relaxant;vasodilator;,opioid,,,,,,opioid
315.0,Nate,paynantheine,3037629.0,4697-66-9,MG,"opioid, weak opioid, plant grown",human effects uncertain,active agent,"emerging, international relevance",,"opioid, alkaloid, emerging",,"compound in Kratom, weak opioid activity",,,COC=C(C1CC2C3=C(CCN2CC1C=C)C4=C(N3)C=CC=C4OC)C(=O)OC,tagging done,to do,opioid;plant grown;weak opioid;human effects uncertain;active agent;emerging;international relevance;,opioid,,,,,,opioid
316.0,Nab,pentobarbital,4737.0,76-74-4,pentobarbitone,barbiturate,"anesthetic, sedative","active agent, downer",historically popular,likely pharmaceutical origin,"barbiturate, sedative, common",,Common barbiturate downer from 1980s,,,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,tagging done,to do,barbiturate;anesthetic;sedative;active agent;downer;historically popular;likely pharmaceutical origin;,,,,,sedative,,sedative
317.0,Nab,phenacetin,4754.0,62-44-2,,,"analgesic, fever/pain reliever","active agent, bulking agent, over the counter","established, international relevance",likely pharmaceutical origin,"fever/pain reliever, analgesic, uncommon",fen-nas-e-tin,"Tylenol alternative internationally, bulk for dope",,Not sold in US but commonly found as a bulking agent with fentanyl and heroin. Works like Tylenol.,CCOC1=CC=C(C=C1)NC(=O)C,finalize,done,analgesic;fever/pain reliever;active agent;bulking agent;over the counter;established;international relevance;likely pharmaceutical origin;,,,,,,,other
318.0,,phenazolam,1032830.0,,,,,,,,,,,,,CC1=NN=C2N1C3=C(C=C(C=C3)Br)C(=NC2)C4=CC=CC=C4Cl,,,,,,,,,,
319.0,,phencyclidine,6468.0,,PCP,,,,,,,,,,,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,,,,,,,,,,
320.0,Nate,phenethyl 4-ANPP,165365057.0,2712312-12-2,phenethyl-4-anilino-N-phenethylpiperidine,"fentanyl impurity, opioid, synthetic",human effects uncertain,,emerging,,"fentanyl precursor, fentanyl impurity, opioid",fen-eth-ill-4ANPP,fentanyl impurity from newer synthesis methods,,"""Marginally active"" https://pubmed.ncbi.nlm.nih.gov/33822084/",C1CN(CCC1N(CCC2=CC=CC=C2)C3=CC=CC=C3)CCC4=CC=CC=C4,tagging done,to do,fentanyl impurity;opioid;synthetic;human effects uncertain;emerging;,opioid,,,,,,opioid
321.0,Nate,phenethyl bromide,7666.0,103-63-9,(2-Bromoethyl)benzene; 2-Phenylethyl bromide,"fentanyl precursor, fentanyl impurity, opioid",human effects uncertain,,,,"impurity, fentanyl precursor, GCMS breakdown product",fen-eth-il bro-mide,"precursor to synthesizing fentanyl, impurity",,,C1=CC=C(C=C1)CCBr,tagging done,to do,fentanyl impurity;fentanyl precursor;opioid;human effects uncertain;,opioid,,,,,,opioid
322.0,Nate,phenethyl chloride,231496.0,622-24-2,β-phenethyl chloride;  β-chloroethylbenzene; 1-chloro-2-phenylethane; 2-phenylethyl chloride,"contaminant, impurity",human effects uncertain,,,,"impurity, fentanyl precursor, GCMS breakdown product",fen-eth-il clor-ide,Chemical precursor material,,drug starting material,C1=CC=C(C=C1)CCCl,tagging done,to do,contaminant;impurity;human effects uncertain;,,,,,,,other
323.0,,phenethylbromide,7666.0,,,,,,,,,,,,,C1=CC=C(C=C1)CCBr,,,,,,,,,,other
324.0,,phenibut,14113.0,,,,,,,,,,,,,C1=CC=C(C=C1)C(CC(=O)O)CN,to do,to do,,,,,,,,
325.0,,phenobarbital,4763.0,,,,,,,,,,,,,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,,,,,,,,,,
326.0,,phentermine,4771.0,,,,,,,,,,,,,CC(C)(CC1=CC=CC=C1)N,to do,to do,,,,,,,,
327.0,,PMK ethyl glycidate,304167.0,,,,,,,,,,,,,CCOC(=O)C1(C(O1)C2=CC3=C(C=C2)OCO3)C,,,,,,,,,,
328.0,,praziquantel,4891.0,,,,,,,,,,,,,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,,,,,,,,,,
329.0,,pregabalin,5486971.0,,,,,,,,,,,,,CC(C)CC(CC(=O)O)CN,to do,to do,,,,,,,,
330.0,Nab,procaine,4914.0,59-46-1,,,"anesthetic, numbing agent","active agent, topical/dermal",uncommon,"not psychoactive, likely pharmaceutical origin","anesthetic, topical/dermal, uncommon",pro-cane,"Dental numbing Novocain, with NY fentanyl",Novocain,Commonly found with fentanyl in New York; high dose IV use has cardiac effects,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,finalize,done,anesthetic;numbing agent;active agent;topical/dermal;uncommon;likely pharmaceutical origin;not psychoactive;,,,,,,,other
331.0,,progesterone,5994.0,,,,,,,,,,,,,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,,,,,,,,,,
332.0,Nab,promethazine,4927.0,60-87-7,,,"antihistamine, dissociative, sedative",active agent,"established, historically popular","not psychoactive, likely pharmaceutical origin","antihistamine, sedative, common",,"nausea medicine, makes opioids feel stronger",Phenergan,"An old medicine by itself antihistamine, antipsychotic, sedative, and antiemetic used to treat allergies, insomnia, and nausea. Also found with codeine in cough syrups, and some say it makes opioids feel stronger or more spacey.",CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,finalize,done,antihistamine;dissociative;sedative;active agent;established;historically popular;likely pharmaceutical origin;not psychoactive;,,,,,sedative,,sedative
